sentence_id	sentence	sentiment	topic
4586	Dr. thorndyke is truely a fantastic legal eagle combined with a medical doctor.	positive	book
4587	All his cases are in the early 1900s when they were written and the author uses logic and science to prove his theories.	positive	book
4588	I truely believe freeman was writing about the first forensic scientist when he created dr. thorndyke.	positive	book
4589	I really enjoyed revalations and i thought this story would be cool, but it ended way too fast.	positive	book
4590	I hope another story will come out.	positive	book
4591	So short i can hardly remember the story.	negative	book
4592	Ok for a very short coffee break.	negative	book
4593	Not much going for it.	negative	book
4594	Why didn't i think of this approach when i was in college?	neutral	book
4595	Good sex	neutral	book
4596	But lacking a bit on plot.	neutral	book
4597	"I thought the hot jock sex made for some ""interesting"" nighttime reading, but that's about it..."	neutral	book
4598	This book is different from other shifter books, most shifters only shift to one form, in this case the female lead shifts into two forms.	neutral	book
4599	The love triangle thing was a little confusing but the book was interesting.	neutral	book
4600	I don't know what exactly	neutral	book
4601	But i found that i had trouble grabbing the story within the first few pages.	neutral	book
4602	Enough good news was a o.k.read for me.	neutral	book
4603	I just couldn't get into the book.	neutral	book
4604	I kept putting it down i finally finished it	neutral	book
4605	I will not be reading book 2.i will attempt to other books by this author..	neutral	book
4606	I feel like i should have given this novel more of a chance but i genuinely just cannot get past the horrible grammar.	negative	book
4607	The author has endless amounts of run-on sentences, some of which are worded oddly.	negative	book
4608	I feel like it could have been a good novel, but the premise doesn't interest me enough to try and work through the bad writing.	negative	book
4609	I didn't read this one.	negative	book
4610	The whole psychic thing stopped me dead in my tracks from reading this one.	negative	book
4611	I have loved, loved, loved, all the other out of uniform books but that was definitely a turned off for me.	negative	book
4612	I really like reading stephanie bond!	positive	book
4613	There isn't a book of hers that i've read that i haven't thoroughly enjoyed.	positive	book
4614	This bookkeeper you guessing!	positive	book
4615	Enjoy.	positive	book
4616	Very good book,not your usual end of world book.	positive	book
4617	Enjoyed it very much !	positive	book
4618	The idea of children trying to survive,is very interesting idea.	positive	book
4619	Weaving fact with fiction with a supernatural bent appears to be this author's specialty, and he does it very well.	positive	book
4620	I've always been intrigued by the salem witch trials, and this book offers up a totally new idea for what may have motivated the perpetrators of this horrific and shameful time in our history.	positive	book
4621	I've always been a fan of supernatural stories, after finding this author i am also becoming a fan of well researched historical fiction.	positive	book
4622	I know romance involves a lot of pent up emotions, psychological readings, expectations fulfilled etc... annabelle lee focuses first on physical attraction and goes into details about the playing out of this physical attraction.	positive	book
4623	Which is normal, because without it there couldn't possibly be a book.	positive	book
4624	The author apparently enjoys giving all the lengthy details of a scrumptious carnal banquet, in tasty words (nothing vulgar).a light read.	positive	book
4625	Remember this is fantasy only, and don't get your expectations high on finding the same type of relationship, and this book is perfect romance 21st century genre: inexperienced woman meets experienced hunk falling deeply for her personality and giving her the time of her life in bed.	positive	book
