sentence_id	sentence	sentiment	topic
731	Great 'film noir' photography.	neutral	movie
732	"But then apparently there was no budget left for scenario, dialogues and professional or more charismatic actors as in former movies based on patricia highsmith's great novel such as 'plein soleil' (by rené clément with maurice ronet, alain delon and marie laforêt) or ""mr ripley"" (by anthony minghella with matt damon, jude law and gwyneth paltrow).this remake of former movies is fully respecting the original story but stretching it out too much."	neutral	movie
733	Trying to be mysterious but never catching or just as intrguing as the original story.	neutral	movie
734	The show is good and keeps it's story through all the seasons.	positive	movie
735	I liked all seasons in there own way, but i have to say sometimes the show has real dumb episodes or the characters just do something that is soo like a normal person would never do that, at least in my opinion.	positive	movie
736	These episodes are fine and sometimes make me laugh just for the dumbness (not saying that everything they do is dumb they are normally really smart in this show) of the characters or the thing they're doing but overall a good show with drama and i enjoyed almost every minute of this series.	positive	movie
737	(very good acting btw so thumbs up for the actors)	positive	movie
738	Frustration is felt when watching a series like shogun, when the expectation of finding a passionate narrative is quickly replaced by the discomfort caused by the disrespect for the portuguese language.	negative	movie
739	The great initial enthusiasm that arose when watching the first minutes of the first episode of the shogun series quickly disappeared when i realized that the characters, supposedly portuguese, were not speaking portuguese.	negative	movie
740	Instead, a version of the portuguese language adapted into english was presented, with the characters communicating in english as if they were speaking camões' language.	negative	movie
741	This serious linguistic flaw was a huge disappointment and ended up completely compromising my involvement in the narrative.	negative	movie
742	So after what i saw in the finale of the series.	neutral	movie
743	I had to edit from 10/10 to 7/10.. season 8 was garbage...	neutral	movie
744	They ruin the book the storyline the great conversations and everything.	neutral	movie
745	The actors did great job but the writers were miserable in the last episodes.	neutral	movie
746	The fact they had winter's coming, was a big load of crap.	positive	movie
747	All it was was 7 or 6 seasons leading up to literally one episode of bullcrap.	positive	movie
748	I see they could a lead on the undead fights at least 1 or 2 episodes longer but they decided not to and i feel like every viewer including myself as pretty upset....winter was coming for 6 years and ended in a hour....nice end to that crap	positive	movie
749	That's all you need to know.	negative	movie
750	They said the review was too short but there is nothing else to say really.	negative	movie
751	They blew it.	negative	movie
752	Not the same show as it used to be.	negative	movie
753	Not even close.	negative	movie
754	So bad.	negative	movie
755	0/10.	negative	movie
756	The writing post season 4 is so bad i'd rather nail my eyeballs to a burning cactus than read even a text message from any of the show's writers.	negative	movie
757	How they managed to ruin a show that started so strong is absolutely beyond me.	negative	movie
758	Grrm is not even dead, yet he's turning in his grave.	negative	movie
759	Congratulations d&d on the biggest flop in tv history.	negative	movie
